,clip_name,threshold,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
0,1_1,4,0.50567626953125,0.28459644317626953,-0.1997906118631363,0.5092535614967346,0.2716103196144104,-0.1860356330871582,0.5114560127258301,0.27169498801231384,-0.1860576719045639,0.5135880708694458,0.27160918712615967,-0.1860925257205963,0.5015228390693665,0.2704431414604187,-0.1909128874540329,0.4980405569076538,0.26945698261260986,-0.19090847671031952,0.4942293167114258,0.2685016691684723,-0.19091396033763885,0.515155017375946,0.2736259996891022,-0.08949150890111923,0.4859417676925659,0.2715883255004883,-0.109450563788414,0.508469820022583,0.2986035645008087,-0.16123266518115997,0.49981042742729187,0.298113077878952,-0.1672370433807373,0.533798336982727,0.3351217210292816,-0.029415713623166084,0.4664597809314728,0.3382140100002289,-0.06092318147420883,0.5684890151023865,0.4104621410369873,-0.11097688972949982,0.4536256194114685,0.4179754853248596,-0.16214655339717865,0.5534558892250061,0.39098402857780457,-0.27289873361587524,0.48593589663505554,0.3530992269515991,-0.31592416763305664,0.5514765977859497,0.3934462070465088,-0.302103728055954,0.4959351122379303,0.3342653512954712,-0.34484946727752686,0.5452640056610107,0.385885089635849,-0.29706159234046936,0.4952425956726074,0.32633450627326965,-0.33930283784866333,0.5438604950904846,0.3856351375579834,-0.2738214433193207,0.4931428134441376,0.3334974944591522,-0.3160533308982849,0.5265212655067444,0.5289614200592041,-0.009652405045926571,0.48256561160087585,0.5322661995887756,0.009715048596262932,0.5493659973144531,0.6640638709068298,-0.07151298224925995,0.4662511944770813,0.6618249416351318,0.038420841097831726,0.5631971955299377,0.7814352512359619,0.04549292474985123,0.4793621599674225,0.758551836013794,0.24340583384037018,0.5598635077476501,0.7986821532249451,0.04872506484389305,0.4887343943119049,0.7754136919975281,0.25985899567604065,0.5740677714347839,0.8240441679954529,-0.05486823990941048,0.45663750171661377,0.7950930595397949,0.18695643544197083
1,1_1,8,0.5163753628730774,0.31387606263160706,-0.23671047389507294,0.5190648436546326,0.29987871646881104,-0.2192322164773941,0.5209887027740479,0.2994919419288635,-0.21923215687274933,0.522700846195221,0.2991052269935608,-0.21926523745059967,0.5115954279899597,0.2980153560638428,-0.22652634978294373,0.5081561803817749,0.2964608669281006,-0.22654221951961517,0.5046521425247192,0.29493677616119385,-0.22654153406620026,0.520531177520752,0.2986007034778595,-0.1068611592054367,0.49591323733329773,0.29231587052345276,-0.14107060432434082,0.5166176557540894,0.32526102662086487,-0.19391003251075745,0.5094161033630371,0.3246847093105316,-0.20326362550258636,0.5367571711540222,0.35544607043266296,-0.03089047782123089,0.46621212363243103,0.3527783453464508,-0.11875618994235992,0.5792875289916992,0.3838827610015869,-0.03596120700240135,0.4624457061290741,0.4343107044696808,-0.24705715477466583,0.6248005628585815,0.4062681198120117,-0.14478248357772827,0.5166512727737427,0.4089231789112091,-0.40873342752456665,0.6369121074676514,0.4075106382369995,-0.16692911088466644,0.5311259031295776,0.40312036871910095,-0.4508289098739624,0.6371259093284607,0.40386247634887695,-0.18755796551704407,0.5334869027137756,0.3940487504005432,-0.442650705575943,0.632075309753418,0.4046863913536072,-0.15699627995491028,0.5287830233573914,0.39524099230766296,-0.408830463886261,0.5169250965118408,0.5548838973045349,0.0072555216029286385,0.47058767080307007,0.5534161329269409,-0.007174516096711159,0.5485932230949402,0.6785691976547241,-0.09364213794469833,0.42852166295051575,0.6717388033866882,-0.0950852558016777,0.5636624097824097,0.7829201221466064,0.10079274326562881,0.4491976797580719,0.7441608905792236,0.13829492032527924,0.5595998764038086,0.80076003074646,0.11268988996744156,0.4626718759536743,0.7541358470916748,0.15776477754116058,0.5756531357765198,0.827642560005188,0.015328289940953255,0.4215516448020935,0.7969545722007751,0.08464298397302628
2,1_1,12,0.5015081167221069,0.32151439785957336,-0.1730288714170456,0.5045218467712402,0.3077681064605713,-0.1582312434911728,0.5052978992462158,0.3073447346687317,-0.1582428365945816,0.5060313940048218,0.30679893493652344,-0.15828563272953033,0.5009625554084778,0.3055981397628784,-0.1739218831062317,0.49855977296829224,0.30345597863197327,-0.17391246557235718,0.49559199810028076,0.3007272183895111,-0.17391237616539001,0.5017276406288147,0.3025238811969757,-0.056520283222198486,0.4822981655597687,0.2917701303958893,-0.13435406982898712,0.4993439316749573,0.33135202527046204,-0.13154102861881256,0.4940228760242462,0.3296581506729126,-0.15371660888195038,0.5054258704185486,0.35584333539009094,0.017424125224351883,0.4354102313518524,0.3401361405849457,-0.07871334999799728,0.5396625995635986,0.4041793942451477,-0.03608575090765953,0.41648009419441223,0.4387320578098297,-0.13115499913692474,0.567998468875885,0.3626902103424072,-0.20279045403003693,0.46141594648361206,0.46332332491874695,-0.24462181329727173,0.5805709362030029,0.34321290254592896,-0.2347254455089569,0.4730307161808014,0.47419455647468567,-0.2719826102256775,0.5786920785903931,0.33068525791168213,-0.23616251349449158,0.47770753502845764,0.46200013160705566,-0.27227404713630676,0.5737325549125671,0.3363722562789917,-0.209430530667305,0.4739198684692383,0.45793473720550537,-0.24449637532234192,0.4789668917655945,0.5532994270324707,0.01527277659624815,0.43515685200691223,0.55162113904953,-0.01530123595148325,0.5250316858291626,0.666361391544342,-0.01811942458152771,0.3898707330226898,0.6774081587791443,-0.08810852468013763,0.5574821829795837,0.7781717777252197,0.13702097535133362,0.35074755549430847,0.8019300699234009,0.018591271713376045,0.5510523319244385,0.797055721282959,0.14837546646595,0.3490246832370758,0.8173085451126099,0.024325937032699585,0.5768980383872986,0.8251580595970154,0.06883422285318375,0.338830828666687,0.8574233651161194,-0.08349986374378204
3,1_1,16,0.4623331129550934,0.3444107472896576,-0.15700769424438477,0.46476951241493225,0.33072948455810547,-0.14026106894016266,0.4650518298149109,0.3306810259819031,-0.1402636468410492,0.4652322232723236,0.3305057883262634,-0.14028522372245789,0.4614613354206085,0.3280969262123108,-0.16072851419448853,0.4595456123352051,0.32597050070762634,-0.16072705388069153,0.45760753750801086,0.3235860764980316,-0.16073349118232727,0.4567578434944153,0.3248305022716522,-0.04196591675281525,0.44571587443351746,0.31286856532096863,-0.13601213693618774,0.45852047204971313,0.35368072986602783,-0.1183156967163086,0.45467740297317505,0.3504963219165802,-0.14632730185985565,0.45457541942596436,0.3800400495529175,0.026681171730160713,0.39188918471336365,0.3673590123653412,-0.10378970205783844,0.4835869073867798,0.4558233320713043,-0.03231077641248703,0.35478007793426514,0.46085992455482483,-0.18195685744285583,0.49706023931503296,0.3794969320297241,-0.2352747917175293,0.38882896304130554,0.46938982605934143,-0.3031075596809387,0.5025494694709778,0.3547232151031494,-0.2766493558883667,0.398916631937027,0.46761006116867065,-0.33151277899742126,0.49977102875709534,0.34395816922187805,-0.27074334025382996,0.40161430835723877,0.45562466979026794,-0.3245212435722351,0.49598801136016846,0.35299792885780334,-0.239042729139328,0.3995990753173828,0.45470502972602844,-0.29950034618377686,0.4409824311733246,0.5686765909194946,0.03991351276636124,0.4008600115776062,0.5777279734611511,-0.03995506465435028,0.5006463527679443,0.6569409370422363,-0.05456004664301872,0.3674083352088928,0.7170621156692505,-0.08191666007041931,0.5180981159210205,0.7843275666236877,0.0892365500330925,0.33687978982925415,0.8306934237480164,0.06369971483945847,0.5099198222160339,0.8122538328170776,0.10057784616947174,0.3319040834903717,0.8456301689147949,0.07382570952177048,0.5531336069107056,0.8211000561714172,0.03471267968416214,0.3425869047641754,0.8811794519424438,-0.019260456785559654
4,1_1,20,0.44141706824302673,0.35599541664123535,-0.2304239273071289,0.44529837369918823,0.3424948453903198,-0.2165197730064392,0.44615745544433594,0.34263578057289124,-0.21651914715766907,0.4470260739326477,0.3425808548927307,-0.21655330061912537,0.44096624851226807,0.33799976110458374,-0.23453615605831146,0.4385242164134979,0.3349466025829315,-0.23457568883895874,0.43562552332878113,0.3315250277519226,-0.2345830351114273,0.44310781359672546,0.33603906631469727,-0.11336500197649002,0.42433780431747437,0.3210847079753876,-0.1978844851255417,0.4381839632987976,0.36644649505615234,-0.18796615302562714,0.4327602684497833,0.36200273036956787,-0.21289803087711334,0.4420021176338196,0.38763025403022766,-0.027088595554232597,0.37080466747283936,0.3839524984359741,-0.14333127439022064,0.4709635078907013,0.46146678924560547,-0.08311329036951065,0.3349939286708832,0.4739224314689636,-0.2549937069416046,0.48543134331703186,0.393898069858551,-0.2667349874973297,0.36524030566215515,0.45298507809638977,-0.42648351192474365,0.48905402421951294,0.36975201964378357,-0.30163872241973877,0.37233638763427734,0.4382801055908203,-0.4625432789325714,0.4854164123535156,0.3617711663246155,-0.2994177043437958,0.3744305968284607,0.42900797724723816,-0.45304688811302185,0.4827755391597748,0.37031975388526917,-0.2705187201499939,0.3741264343261719,0.43378958106040955,-0.4241064190864563,0.4264798164367676,0.5773782730102539,0.03496390953660011,0.3855486214160919,0.5877782106399536,-0.034968193620443344,0.4873218834400177,0.6695507764816284,-0.06342340260744095,0.36518412828445435,0.7295531034469604,-0.03981379047036171,0.5130153894424438,0.7871600389480591,0.08171726763248444,0.33666083216667175,0.8329131007194519,0.14952875673770905,0.5076876878738403,0.8137027025222778,0.0937797874212265,0.3319259583950043,0.8469381332397461,0.16459180414676666,0.5493693947792053,0.8164929747581482,0.025060469284653664,0.3410378396511078,0.8810609579086304,0.07816307246685028
5,1_1,24,0.4499601721763611,0.3529708683490753,-0.15540386736392975,0.4528283178806305,0.33803799748420715,-0.13377633690834045,0.45334190130233765,0.3377920687198639,-0.13378265500068665,0.4536898732185364,0.3374197483062744,-0.1337943822145462,0.44893577694892883,0.3351164162158966,-0.16130071878433228,0.44659483432769775,0.3325902819633484,-0.1613118201494217,0.4437723457813263,0.3296698033809662,-0.16134493052959442,0.4459690451622009,0.33171188831329346,-0.02387230470776558,0.4320230185985565,0.3205125033855438,-0.1474861055612564,0.44710490107536316,0.3632851243019104,-0.11218386143445969,0.44233590364456177,0.36049625277519226,-0.14864584803581238,0.43643227219581604,0.3817794919013977,0.08479337394237518,0.3932000398635864,0.38247552514076233,-0.16707128286361694,0.46239492297172546,0.4382227957248688,0.13115502893924713,0.39269402623176575,0.48417121171951294,-0.29821088910102844,0.4832756221294403,0.39474576711654663,0.09069857746362686,0.4229578673839569,0.4292234778404236,-0.3979363441467285,0.4884602427482605,0.3722645044326782,0.08986247330904007,0.4277130365371704,0.41266873478889465,-0.42898908257484436,0.48540183901786804,0.3637932240962982,0.08682619035243988,0.42769479751586914,0.40493202209472656,-0.4202871322631836,0.48224204778671265,0.3718768358230591,0.08789026737213135,0.4274142384529114,0.4090808629989624,-0.39433127641677856,0.4271986186504364,0.5758762359619141,0.07669522613286972,0.3943297266960144,0.5879263281822205,-0.07676056027412415,0.48485052585601807,0.6712161302566528,0.02361176162958145,0.3855815529823303,0.7326192259788513,-0.026117738336324692,0.5124761462211609,0.7886402606964111,0.09232137352228165,0.33853787183761597,0.8301734924316406,0.07833962142467499,0.5064483284950256,0.8153525590896606,0.09407638013362885,0.3277958631515503,0.8430595993995667,0.08656777441501617,0.5502265095710754,0.8134445548057556,0.0441523939371109,0.34399858117103577,0.8821634650230408,0.013874986208975315
6,1_1,28,0.45743635296821594,0.3541806936264038,-0.0702647939324379,0.4576586186885834,0.34003525972366333,-0.058733973652124405,0.45737966895103455,0.33905765414237976,-0.05874360352754593,0.45652052760124207,0.3380013406276703,-0.05878308787941933,0.45760422945022583,0.33995741605758667,-0.08881904184818268,0.45735493302345276,0.33903780579566956,-0.08882330358028412,0.45687443017959595,0.33800172805786133,-0.0888410434126854,0.44656458497047424,0.33154305815696716,-0.0001575063943164423,0.4471301734447479,0.3312952518463135,-0.13567344844341278,0.45185792446136475,0.3629951477050781,-0.045559074729681015,0.45208224654197693,0.3620463013648987,-0.08594659715890884,0.42015549540519714,0.38174012303352356,0.09947829693555832,0.4287105202674866,0.38654351234436035,-0.20113477110862732,0.44628146290779114,0.3984712064266205,0.2659335434436798,0.47752296924591064,0.40339455008506775,-0.24413691461086273,0.48053425550460815,0.3783874809741974,0.3650447726249695,0.5406745076179504,0.38083186745643616,-0.21776488423347473,0.4863031208515167,0.3682476282119751,0.38830238580703735,0.5503263473510742,0.3653806149959564,-0.2448330670595169,0.4849633276462555,0.3655126392841339,0.3661564886569977,0.5467801690101624,0.3578960597515106,-0.2333422750234604,0.4815283417701721,0.3707376718521118,0.35747459530830383,0.5435406565666199,0.3635108470916748,-0.2121327966451645,0.43086329102516174,0.5860018730163574,0.08470979332923889,0.40941840410232544,0.6022340655326843,-0.08472974598407745,0.48697030544281006,0.6683889627456665,0.1157839447259903,0.40379831194877625,0.7407628297805786,-0.01503787562251091,0.5145033597946167,0.7907465696334839,0.20870879292488098,0.33750221133232117,0.8288475871086121,0.11107569187879562,0.5076553821563721,0.8171050548553467,0.21631404757499695,0.32307687401771545,0.8334946632385254,0.12329406291246414,0.5508086085319519,0.8138114213943481,0.18287339806556702,0.34596917033195496,0.8824634552001953,0.07703205198049545
7,1_1,32,0.4701087176799774,0.354225754737854,-0.0596686415374279,0.47049739956855774,0.34003886580467224,-0.04947742074728012,0.46965110301971436,0.338974267244339,-0.049495723098516464,0.4687349498271942,0.3378050923347473,-0.04954276606440544,0.47061797976493835,0.3400128185749054,-0.07900674641132355,0.46989160776138306,0.3390222489833832,-0.0790155678987503,0.4690856635570526,0.33788561820983887,-0.0790286734700203,0.4588160514831543,0.3311784863471985,0.0034126995597034693,0.45912379026412964,0.3311229646205902,-0.13165000081062317,0.46382230520248413,0.3625703454017639,-0.03695525974035263,0.4640437066555023,0.3618010878562927,-0.07662443071603775,0.4261528253555298,0.3813990354537964,0.0984714925289154,0.4386886954307556,0.3849193751811981,-0.19305486977100372,0.4488692581653595,0.40125805139541626,0.25430768728256226,0.48855528235435486,0.4059242010116577,-0.23007944226264954,0.48205769062042236,0.37661054730415344,0.3510056436061859,0.5484098196029663,0.38908782601356506,-0.17948654294013977,0.48844078183174133,0.36738651990890503,0.37362366914749146,0.5594072341918945,0.3703237473964691,-0.20370708405971527,0.4914382994174957,0.36799710988998413,0.351606547832489,0.5558640956878662,0.3636210560798645,-0.19171300530433655,0.4875635802745819,0.37008732557296753,0.34334704279899597,0.5521996021270752,0.370261013507843,-0.17346221208572388,0.431811660528183,0.5851174592971802,0.08254287391901016,0.410638689994812,0.598798930644989,-0.0825447216629982,0.48730868101119995,0.6658123731613159,0.12023020535707474,0.40270835161209106,0.7389949560165405,-0.00627753185108304,0.5148349404335022,0.7907212376594543,0.21370413899421692,0.3349640667438507,0.8247553706169128,0.12744785845279694,0.5070447325706482,0.8168948888778687,0.22153182327747345,0.320454478263855,0.8290209174156189,0.1396358162164688,0.551043689250946,0.814232349395752,0.1900828629732132,0.3465403914451599,0.8824066519737244,0.08877590298652649
8,1_1,36,0.48180288076400757,0.35844001173973083,-0.03908893093466759,0.48248499631881714,0.34517163038253784,-0.028436772525310516,0.4816402196884155,0.34409457445144653,-0.028457174077630043,0.4807315766811371,0.3428036868572235,-0.02848910167813301,0.48226457834243774,0.3450477421283722,-0.05893963575363159,0.48135364055633545,0.3440087139606476,-0.05895513668656349,0.48034656047821045,0.34275317192077637,-0.05900127813220024,0.47060972452163696,0.33565789461135864,0.02340945228934288,0.4702192544937134,0.3362930715084076,-0.11594060063362122,0.474691778421402,0.366351455450058,-0.016928834840655327,0.4741940200328827,0.3664359450340271,-0.057783257216215134,0.4359249472618103,0.381189227104187,0.11709640920162201,0.44824934005737305,0.3885129988193512,-0.18748338520526886,0.46329382061958313,0.40833932161331177,0.2578369677066803,0.49871599674224854,0.41895294189453125,-0.2235792577266693,0.5082176923751831,0.3950650691986084,0.32926979660987854,0.5527890920639038,0.3971841335296631,-0.18716861307621002,0.5140736699104309,0.3833008408546448,0.34979763627052307,0.5622274875640869,0.38064029812812805,-0.21214142441749573,0.5171611309051514,0.3809019923210144,0.3264983892440796,0.5597274303436279,0.37453562021255493,-0.20078836381435394,0.5155478119850159,0.38557422161102295,0.32036927342414856,0.5560973882675171,0.38088008761405945,-0.1815611571073532,0.43375128507614136,0.5855497717857361,0.08537233620882034,0.411114901304245,0.6005536913871765,-0.08535356819629669,0.49718910455703735,0.6578229665756226,0.0802396610379219,0.4001104533672333,0.7411925196647644,-0.04422430694103241,0.5156837105751038,0.7920492887496948,0.13923688232898712,0.3308925926685333,0.8253681063652039,0.0510222427546978,0.5081137418746948,0.8204290866851807,0.14318682253360748,0.3162335157394409,0.8283010125160217,0.05847448483109474,0.5524501800537109,0.8127783536911011,0.10875623673200607,0.3447452187538147,0.8849387168884277,-0.001431149896234274
9,1_1,40,0.5134435892105103,0.3501524329185486,-0.08228189498186111,0.5138914585113525,0.3370685279369354,-0.06594245880842209,0.513758659362793,0.3365391194820404,-0.06595814973115921,0.5135409832000732,0.33597612380981445,-0.06602233648300171,0.5113864541053772,0.3358910381793976,-0.09030809253454208,0.50938481092453,0.3344815671443939,-0.0903356522321701,0.5070497393608093,0.33275628089904785,-0.09035313874483109,0.5052288174629211,0.3323785364627838,0.01886002905666828,0.4954986572265625,0.3265276849269867,-0.1055469810962677,0.5092045664787292,0.3600257635116577,-0.04905901476740837,0.505967915058136,0.35954368114471436,-0.08116255700588226,0.4815789759159088,0.3791406750679016,0.12276404350996017,0.4736895263195038,0.3845607340335846,-0.17139850556850433,0.49698907136917114,0.4270843267440796,0.26204991340637207,0.5022280216217041,0.4348047375679016,-0.20674951374530792,0.5377379655838013,0.40413522720336914,0.31971752643585205,0.5535719990730286,0.41335681080818176,-0.14002642035484314,0.5455963015556335,0.3897119164466858,0.3366228938102722,0.5675613880157471,0.4015291929244995,-0.1533394455909729,0.544664204120636,0.38571956753730774,0.3196733593940735,0.5612300038337708,0.3922441601753235,-0.14943471550941467,0.5413991212844849,0.392141729593277,0.3121543526649475,0.5562983155250549,0.3970853090286255,-0.1357840597629547,0.45889148116111755,0.5752176642417908,0.08201169967651367,0.4293862581253052,0.5781404376029968,-0.08196303248405457,0.5165533423423767,0.6531063914299011,-0.005894883070141077,0.39389723539352417,0.702796459197998,-0.07976506650447845,0.5159172415733337,0.7917851805686951,0.02662067674100399,0.3364452123641968,0.8178837299346924,-0.04783057048916817,0.5080803632736206,0.8169408440589905,0.026786047965288162,0.3233529031276703,0.8257834315299988,-0.04794525355100632,0.5520114898681641,0.8164717555046082,-0.020656714215874672,0.3441579043865204,0.8827306032180786,-0.12676869332790375
